Month,Machine,Product,Sales,Profit,Units,AvgPrice,ProfitPerUnit,SPI_Units,SPI_Profit,SPI_Final
45931,HospAlmoa,Indomie,50,21.7,10,5,2.17,3.367003367,8.899278215,5.856527049
45931,HospAlmoa,Kinder Bueno,450,-14,80,5.625,-0.175,26.93602694,-5.741469816,12.2311534
45931,HospAlmoa,Kinder bueno1stick,152,26,42,3.619047619,0.619047619,14.14141414,10.66272966,12.57600612
45931,HospAlmoa,KitKat,25,-22.19,13,1.923076923,-1.706923077,4.377104377,-9.100229659,-1.687695939
45931,HospAlmoa,Kunuz Juice,18,-2,10,1.8,-0.2,3.367003367,-0.8202099738,1.482757364
45931,HospAlmoa,Laviva,249,29,100,2.49,0.29,33.67003367,11.89304462,23.8703886
45931,HospAlmoa,Lovita cookies,185,50.32,26,7.115384615,1.935384615,8.754208754,20.63648294,14.10123214
45931,HospAlmoa,MR Crunch,74,37.4,15,4.933333333,2.493333333,5.050505051,15.33792651,9.679844707
45931,HospAlmoa,Maltesers,174,-12,30,5.8,-0.4,10.1010101,-4.921259843,3.340988626
45931,HospAlmoa,Mars,130,-21.2,42,3.095238095,-0.5047619048,14.14141414,-8.694225722,3.865376203
45931,HospAlmoa,Mirinda,48,12,16,3,0.75,5.387205387,4.921259843,5.177529892
45931,HospAlmoa,MrCrunch,164,87.11,33,4.96969697,2.63969697,11.11111111,35.72424541,22.18702154
45931,HospAlmoa,MrCrunch-RingGo,105,71.4,21,5,3.4,7.070707071,29.28149606,17.06556212
45931,HospAlmoa,Pepsi,240,60,80,3,0.75,26.93602694,24.60629921,25.88764946
45931,HospAlmoa,Pretzels,140,49,28,5,1.75,9.427609428,20.09514436,14.22800015
45931,HospAlmoa,Rani,27,7.47,9,3,0.83,3.03030303,3.063484252,3.04523458
45931,HospAlmoa,Schweppes,28,16,6,4.666666667,2.666666667,2.02020202,6.56167979,4.063867017
45931,HospAlmoa,Snickers,205,11.5,43,4.76744186,0.2674418605,14.47811448,4.716207349,10.08525627
45931,HospAlmoa,Tiger *12,635,243.84,127,5,1.92,42.76094276,100,68.51851852
45931,HospAlmoa,Tropia,4,0.75,1,4,0.75,0.3367003367,0.3075787402,0.3235956183
45931,HospAlmoa,Twix,125,27,28,4.464285714,0.9642857143,9.427609428,11.07283465,10.16796078
45931,HospAlmoa,Twix ex,60,14.5,26,2.307692308,0.5576923077,8.754208754,5.94652231,7.490749854
45931,HospAlmoa,Water,297,207.9,297,1,0.7,100,85.26082677,93.36737205
45931,HospAlmoa,X!R,275,82.5,55,5,1.5,18.51851852,33.83366142,25.41033282
45931,HospAlmoa,kinza,4,0.92,2,2,0.46,0.6734006734,0.3772965879,0.5401538349
45931,HospAlmoa,koren Indomie,40,6,4,10,1.5,1.346801347,2.460629921,1.848024205
45931,HospAlmoa,mr bite,204,86.96,88,2.318181818,0.9881818182,29.62962963,35.66272966,32.34452464
45931,HospAlmoa,sunTop,72,31.2,68,1.058823529,0.4588235294,22.8956229,12.79527559,18.35046661
45931,HospAlmoa,wafe'up,42,20.84,23,1.826086957,0.9060869565,7.744107744,8.546587927,8.105223826
45931,SeaCost,Almarai Chocolate,201,67,67,3,1,15.02242152,18.33205647,16.51175725
45931,SeaCost,Almarai Strawberry,90,27.6,30,3,0.92,6.726457399,7.551712816,7.097822337
45931,SeaCost,Caser Juice,66,8.18,14,4.714285714,0.5842857143,3.139013453,2.238152566,2.733626054
45931,SeaCost,Dallas juice,522,365.48,172,3.034883721,2.124883721,38.56502242,100,66.21076233
45931,SeaCost,HiPro,50,3.36,8,6.25,0.42,1.793721973,0.9193389515,1.400249613
45931,SeaCost,Jannaty,93,32.25,27,3.444444444,1.194444444,6.053811659,8.824012258,7.300401929
45931,SeaCost,L suntop,18,9.45,9,2,1.05,2.01793722,2.585640801,2.273403831
45931,SeaCost,Lovita cookies,40,14.1,5,8,2.82,1.121076233,3.857940243,2.352665038
45931,SeaCost,Mulino Cookis,98,30.94,14,7,2.21,3.139013453,8.465579512,5.535968179
45931,SeaCost,Nuts,25,6.68,4,6.25,1.67,0.8968609865,1.827733392,1.315753569
45931,SeaCost,PopCorn Chocolate,280,80,40,7,2,8.968609865,21.88902266,14.78279562
45931,SeaCost,Pretzels,112,53.5,18,6.222222222,2.972222222,4.035874439,14.6382839,8.806958697
45931,SeaCost,Prime,420,122.64,21,20,5.84,4.708520179,33.55587173,17.68982838
45931,SeaCost,Prime Ex,160,88,8,20,11,1.793721973,24.07792492,11.8216133
45931,SeaCost,Rani,48,21.96,12,4,1.83,2.69058296,6.008536719,4.183662151
45931,SeaCost,Roshetto,60,32.8,20,3,1.64,4.484304933,8.974499289,6.504892393
45931,SeaCost,Saminsa,84,56,28,3,2,6.278026906,15.32231586,10.34795693
45931,SeaCost,Smsm,18,4.8,3,6,1.6,0.6726457399,1.313341359,0.9609587686
45931,SeaCost,Tiger *12,16,9.84,2,8,4.92,0.4484304933,2.692349787,1.458194175
45931,SeaCost,Today Chocolate,179,-41.75,25,7.16,-1.67,5.605381166,-11.4233337,-2.057540523
45931,SeaCost,Toren Dark Chocolate,380,208.01,189,2.010582011,1.100582011,42.37668161,56.91419503,48.91856265
45931,SeaCost,Water,446,312.2,446,1,0.7,100,85.42191091,93.43985991
45931,SeaCost,Yasmin Penuts,3,1.2,1,3,1.2,0.2242152466,0.3283353398,0.2710692886
45931,SeaCost,Yipy Juice,45,16.26,3,15,5.42,0.6726457399,4.448943855,2.371979892
45931,SeaCost,ifruit juice,32,8.72,8,4,1.09,1.793721973,2.385903469,2.060203646
45931,SeaCost,kinza,18,8.76,6,3,1.46,1.34529148,2.396847981,1.818491905
45931,SeaCost,sunTop,273,121.2,253,1.079051383,0.4790513834,56.7264574,33.16186932,46.12239276
45931,SeaCost,zigi marinated peanuts,84,35,14,6,2.5,3.139013453,9.576447412,6.035858734
45962,DPMall,7up,36,36,12,3,3,2.985074627,6.315789474,4.483896308
45962,DPMall,Doritos nacho,190,190,38,5,5,9.452736318,33.33333333,20.19900498
45962,DPMall,Doritos real,133,133,19,7,7,4.726368159,23.33333333,13.09950249
45962,DPMall,Freez drink,9,9,3,3,3,0.7462686567,1.578947368,1.120974077
45962,DPMall,Gardena,58,58,20,2.9,2.9,4.975124378,10.1754386,7.315265776
45962,DPMall,Green,69,69,20,3.45,3.45,4.975124378,12.10526316,8.183686829
45962,DPMall,Laviva,81,81,27,3,3,6.71641791,14.21052632,10.08876669
45962,DPMall,Maltesers,105,105,19,5.526315789,5.526315789,4.726368159,18.42105263,10.88897617
45962,DPMall,Marshmellow sweetBag,135,135,45,3,3,11.19402985,23.68421053,16.81461115
45962,DPMall,Mirinda,15,15,5,3,3,1.243781095,2.631578947,1.868290128
45962,DPMall,Mr Crunch,45,45,10,4.5,4.5,2.487562189,7.894736842,4.920790783
45962,DPMall,Mr Crunch cheez top,186,186,40,4.65,4.65,9.950248756,32.63157895,20.15684734
45962,DPMall,Mr Crunch normal,128,128,30,4.266666667,4.266666667,7.462686567,22.45614035,14.20974077
45962,DPMall,Pepsi,129,129,43,3,3,10.69651741,22.63157895,16.0672951
45962,DPMall,Tiger *12,493,493,97,5.082474227,5.082474227,24.12935323,86.49122807,52.19219691
45962,DPMall,Wafe up extra,131,131,32,4.09375,4.09375,7.960199005,22.98245614,14.72021472
45962,DPMall,Water,402,402,402,1,1,100,70.52631579,86.73684211
45962,DPMall,X!R,570,570,114,5,5,28.35820896,100,60.59701493
45962,DPMall,bonart sour,55,55,13,4.230769231,4.230769231,3.233830846,9.649122807,6.120712228
45962,DPMall,bueno 1 stick,24,24,6,4,4,1.492537313,4.210526316,2.715632364
45962,DPMall,helo kitty,39,39,13,3,3,3.233830846,6.842105263,4.857554334
45962,DPMall,ifrui juice,39,39,13,3,3,3.233830846,6.842105263,4.857554334
45962,DPMall,kinder bueno,66,66,11,6,6,2.736318408,11.57894737,6.71550144
45962,DPMall,kinza,120,120,40,3,3,9.950248756,21.05263158,14.94632103
45962,DPMall,kitkat,12,12,3,4,4,0.7462686567,2.105263158,1.357816182
45962,DPMall,mr bite,173,173,85,2.035294118,2.035294118,21.14427861,30.35087719,25.28724797
45962,DPMall,ono cake,14,14,4,3.5,3.5,0.9950248756,2.456140351,1.652526839
45962,DPMall,snickers,85,85,17,5,5,4.228855721,14.9122807,9.036396963
45962,DPMall,sunTop,194,194,194,1,1,48.25870647,34.03508772,41.85807803
45962,DPMall,vitaGo,15,15,5,3,3,1.243781095,2.631578947,1.868290128
45962,DPMall,xo energy,9,9,3,3,3,0.7462686567,1.578947368,1.120974077
45962,HTMall,7up,39,9.75,13,3,0.75,2.350813743,2.518729011,2.426375614
45962,HTMall,Almarai Chocolate,122,10,56,2.178571429,0.1785714286,10.12658228,2.583311806,6.732110566
45962,HTMall,Almarai Strawberry,117,35.88,39,3,0.92,7.05244123,9.268922759,8.049857918
45962,HTMall,Bounty,50,12.5,10,5,1.25,1.808318264,3.229139757,2.447687936
45962,HTMall,Doritos cool ranc,163,70.6,33,4.939393939,2.139393939,5.967450271,18.23818135,11.48927926
45962,HTMall,Doritos real,285,39,41,6.951219512,0.9512195122,7.414104882,10.07491604,8.611469904
45962,HTMall,Green,32,8.32,8,4,1.04,1.446654611,2.149315422,1.762851976
45962,HTMall,Haribo,156,65,52,3,1.25,9.403254973,16.79152674,12.72797727
45962,HTMall,HiPro,4,-1.83,1,4,-1.83,0.1808318264,-0.4727460604,-0.1132782227
45962,HTMall,Kinder Bueno,210,7,35,6,0.2,6.329113924,1.808318264,4.294755877
45962,HTMall,Kinder bueno1stick,72,18,18,4,1,3.254972875,4.64996125,3.882717644
45962,HTMall,Laviva,156,41.6,52,3,0.8,9.403254973,10.74657711,10.00774994
45962,HTMall,Maltesers,126,-4.2,21,6,-0.2,3.797468354,-1.084990958,1.600361664
45962,HTMall,Mirinda,123,30.75,41,3,0.75,7.414104882,7.943683803,7.652415397
45962,HTMall,MrCrunch,55,29.37,11,5,2.67,1.98915009,7.587186773,4.508266598
45962,HTMall,MrCrunch Normal,120,70.8,24,5,2.95,4.339963834,18.28984758,10.61741152
45962,HTMall,MrCrunch-RingGo,55,37.4,11,5,3.4,1.98915009,9.661586153,5.441746319
45962,HTMall,Pepsi,183,45.75,61,3,0.75,11.03074141,11.81865151,11.38530096
45962,HTMall,Rani,48,13.28,16,3,0.83,2.893309222,3.430638078,3.135107207
45962,HTMall,Schweppes,60,20,20,3,1,3.616636528,5.166623611,4.314130716
45962,HTMall,Snickers,125,12.5,25,5,0.5,4.52079566,3.229139757,3.939550504
45962,HTMall,Tiger *12,885,339.84,177,5,1.92,32.00723327,87.79126841,57.11004908
45962,HTMall,Twix,107,16,26,4.115384615,0.6153846154,4.701627486,4.133298889,4.445879618
45962,HTMall,Twix ex,46,25,12,3.833333333,2.083333333,2.169981917,6.458279514,4.099715836
45962,HTMall,Water,553,387.1,553,1,0.7,100,100,100
45962,HTMall,X!R,400,120,80,5,1.5,14.46654611,30.99974167,21.90648411
45962,HTMall,bonart,68,12.52,19,3.578947368,0.6589473684,3.435804702,3.234306381,3.345130457
45962,HTMall,ex mars,166,54.2,43,3.860465116,1.260465116,7.775768535,14.00154999,10.57737019
45962,HTMall,mr bite,222,74.37,111,2,0.67,20.07233273,19.2120899,19.68522346
45962,HTMall,sunTop,344,146,330,1.042424242,0.4424242424,59.67450271,37.71635236,49.79333506
45962,HospAlmoa,Almarai Chocolate,124,20,52,2.384615385,0.3846153846,19.47565543,10.70090958,15.5270198
45962,HospAlmoa,Almarai Strawberry,129,39.56,43,3,0.92,16.10486891,21.16639914,18.38255752
45962,HospAlmoa,Caser Juice,189,27.93,39,4.846153846,0.7161538462,14.60674157,14.94382022,14.75842697
45962,HospAlmoa,Corissant Karuzo,60,40.05,15,4,2.67,5.617977528,21.42857143,12.73274478
45962,HospAlmoa,Digestive,117,28.8,140,0.8357142857,0.2057142857,52.43445693,15.40930979,35.77314072
45962,HospAlmoa,Doritos real,154,22,22,7,1,8.239700375,11.77100054,9.828785447
45962,HospAlmoa,Green,52,10.56,14,3.714285714,0.7542857143,5.243445693,5.650080257,5.426431247
45962,HospAlmoa,HiPro,12,-5.49,3,4,-1.83,1.123595506,-2.937399679,-0.7038523274
45962,HospAlmoa,Indomie,60,26.04,12,5,2.17,4.494382022,13.93258427,8.741573034
45962,HospAlmoa,Kinder Bueno,234,-9.6,42,5.571428571,-0.2285714286,15.73033708,-5.136436597,6.340288925
45962,HospAlmoa,Kinder bueno1stick,112,-11,41,2.731707317,-0.2682926829,15.35580524,-5.885500268,5.797217764
45962,HospAlmoa,KitKat,35,9.59,7,5,1.37,2.621722846,5.131086142,3.75093633
45962,HospAlmoa,Laviva,153,25.4,58,2.637931034,0.4379310345,21.72284644,13.59015516,18.06313537
45962,HospAlmoa,Lovita cookies,98,20.3,15,6.533333333,1.353333333,5.617977528,10.86142322,7.97752809
45962,HospAlmoa,Maltesers,96,-21.8,19,5.052631579,-1.147368421,7.116104869,-11.66399144,-1.33493847
45962,HospAlmoa,Mars,24,2.4,6,4,0.4,2.247191011,1.284109149,1.813804173
45962,HospAlmoa,Mirinda,72,18,24,3,0.75,8.988764045,9.63081862,9.277688604
45962,HospAlmoa,MrCrunch,55,29.37,11,5,2.67,4.119850187,15.71428571,9.337346174
45962,HospAlmoa,MrCrunch Normal,65,38.35,13,5,2.95,4.868913858,20.51899411,11.91144997
45962,HospAlmoa,MrCrunch-RingGo,155,105.4,31,5,3.4,11.61048689,56.39379347,31.76297485
45962,HospAlmoa,Pepsi,171,42.75,57,3,0.75,21.34831461,22.87319422,22.03451043
45962,HospAlmoa,Pretzels,75,26.25,15,5,1.75,5.617977528,14.04494382,9.41011236
45962,HospAlmoa,Rani,7,2.66,2,3.5,1.33,0.7490636704,1.423220974,1.052434457
45962,HospAlmoa,Schweppes,51,17,17,3,1,6.367041199,9.095773141,7.594970572
45962,HospAlmoa,Snickers,200,6.5,43,4.651162791,0.1511627907,16.10486891,3.477795613,10.42268593
45962,HospAlmoa,Tiger *12,420,158.2,85,4.941176471,1.861176471,31.83520599,84.64419476,55.59925094
45962,HospAlmoa,Twix,125,27,28,4.464285714,0.9642857143,10.48689139,14.44622793,12.26859283
45962,HospAlmoa,Twix ex,12,-12.5,14,0.8571428571,-0.8928571429,5.243445693,-6.688068486,-0.1257356875
45962,HospAlmoa,Water,267,186.9,267,1,0.7,100,100,100
45962,HospAlmoa,X!R,310,93,62,5,1.5,23.22097378,49.75922953,35.16318887
45962,HospAlmoa,ex mars,140,49,35,4,1.4,13.10861423,26.21722846,19.00749064
45962,HospAlmoa,kinza,4,2.46,1,4,2.46,0.3745318352,1.316211878,0.7982878545
45962,HospAlmoa,koren Indomie,60,9,6,10,1.5,2.247191011,4.81540931,3.402889246
45962,HospAlmoa,mr bite,222,67.72,116,1.913793103,0.5837931034,43.44569288,36.23327983,40.20010701
45962,HospAlmoa,sunTop,121,48.4,121,1,0.4,45.31835206,25.89620118,36.57838416
45962,SeaCost,Almarai Chocolate,117,39,39,3,1,10.18276762,12.05564142,11.02556083
45962,SeaCost,Almarai Strawberry,72,22.08,24,3,0.92,6.266318538,6.825347759,6.517881687
45962,SeaCost,Caser Juice,46,4.7,10,4.6,0.47,2.610966057,1.452859351,2.089818039
45962,SeaCost,Dallas juice,460,323.5,150,3.066666667,2.156666667,39.16449086,100,66.54046997
45962,SeaCost,HiPro,60,-21.62,14,4.285714286,-1.544285714,3.65535248,-6.683153014,-0.996974992
45962,SeaCost,Jannaty,141,51,40,3.525,1.275,10.44386423,15.76506955,12.83840662
45962,SeaCost,L suntop,121,63.05,61,1.983606557,1.033606557,15.92689295,19.48995363,17.53027026
45962,SeaCost,Lovita cookies,8,2.82,1,8,2.82,0.2610966057,0.8717156105,0.5358751579
45962,SeaCost,Mulino Cookis,364,114.92,52,7,2.21,13.5770235,35.52395672,23.45314345
45962,SeaCost,Nuts,120,28.4,20,6,1.42,5.221932115,8.778979907,6.822603621
45962,SeaCost,PopCorn Chocolate,35,10,5,7,2,1.305483029,3.091190108,2.109051214
45962,SeaCost,Pretzels,138,63.25,23,6,2.75,6.005221932,19.55177743,12.10117191
45962,SeaCost,Prime,100,29.2,5,20,5.84,1.305483029,9.026275116,4.779839468
45962,SeaCost,Prime Ex,100,55,5,20,11,1.305483029,17.0015456,8.368711184
45962,SeaCost,Rani,24,6.64,8,3,0.83,2.088772846,2.052550232,2.07247267
45962,SeaCost,Roshetto,24,13.12,8,3,1.64,2.088772846,4.055641422,2.973863705
45962,SeaCost,Saminsa,162,106,56,2.892857143,1.892857143,14.62140992,32.76661515,22.78675227
45962,SeaCost,Smsm,30,8,5,6,1.6,1.305483029,2.472952087,1.830844105
45962,SeaCost,Today Chocolate,48,12.68,4,12,3.17,1.044386423,3.919629057,2.338245608
45962,SeaCost,Toren Dark Chocolate,310,168.95,155,2,1.09,40.46997389,52.22565688,45.76003123
45962,SeaCost,Water,398,283.1,383,1.039164491,0.7391644909,100,87.51159196,94.38021638
45962,SeaCost,Yasmin Almonds,15,4.2,3,5,1.4,0.7832898172,1.298299845,1.01504433
45962,SeaCost,Yasmin Penuts,21,8.4,7,3,1.2,1.82767624,2.596599691,2.173691793
45962,SeaCost,Yipy Juice,30,10.84,2,15,5.42,0.5221932115,3.350850077,1.795088801
45962,SeaCost,ifruit juice,54,21.99,11,4.909090909,1.999090909,2.872062663,6.797527048,4.638521636
45962,SeaCost,sunTop,254,105.8,247,1.028340081,0.428340081,64.49086162,32.70479134,50.18713
45962,SeaCost,zigi marinated peanuts,95,35.5,17,5.588235294,2.088235294,4.438642298,10.97372488,7.379429462
45992,DPMall,7up,39,39,13,3,3,2.466793169,7.400379507,4.686907021
45992,DPMall,Doritos cool ranc,110,110,22,5,5,4.174573055,20.87286528,11.68880455
45992,DPMall,Gardena,55,55,11,5,5,2.087286528,10.43643264,5.844402277
45992,DPMall,Laviva,174,174,58,3,3,11.0056926,33.0170778,20.91081594
45992,DPMall,Maltesers,82,82,12,6.833333333,6.833333333,2.277039848,15.5597723,8.25426945
45992,DPMall,Marshmellow sweetBag,156,156,52,3,3,9.867172676,29.60151803,18.74762808
45992,DPMall,Mirinda,21,21,7,3,3,1.328273245,3.984819734,2.523719165
45992,DPMall,Mr Crunch,55,55,11,5,5,2.087286528,10.43643264,5.844402277
45992,DPMall,Mr Crunch cheez top,366,366,76,4.815789474,4.815789474,14.42125237,69.44971537,39.18406072
45992,DPMall,Mr Crunch normal,305,305,61,5,5,11.57495256,57.87476281,32.40986717
45992,DPMall,Pepsi,114,114,38,3,3,7.210626186,21.63187856,13.70018975
45992,DPMall,SunTop Saudi,216,216,216,1,1,40.98671727,40.98671727,40.98671727
45992,DPMall,Wafe up extra,61,61,17,3.588235294,3.588235294,3.225806452,11.57495256,6.982922201
45992,DPMall,Water,527,527,527,1,1,100,100,100
45992,DPMall,X!R,490,490,98,5,5,18.59582543,92.97912713,52.0683112
45992,DPMall,bonart sour,63,63,19,3.315789474,3.315789474,3.605313093,11.9544592,7.362428843
45992,DPMall,bueno 1 stick,46,46,10,4.6,4.6,1.897533207,8.728652751,4.971537002
45992,DPMall,helo kitty,81,81,27,3,3,5.123339658,15.37001898,9.734345351
45992,DPMall,ifrui juice,52,52,52,1,1,9.867172676,9.867172676,9.867172676
45992,DPMall,kinder bueno,66,66,10,6.6,6.6,1.897533207,12.52371917,6.679316888
45992,DPMall,kinza,150,150,50,3,3,9.487666034,28.4629981,18.02656546
45992,DPMall,mars,12,12,3,4,4,0.569259962,2.277039848,1.337760911
45992,DPMall,mr bite,250,250,125,2,2,23.71916509,47.43833017,34.39278937
45992,DPMall,real Doritos,277,277,53,5.226415094,5.226415094,10.056926,52.56166983,29.18406072
45992,DPMall,schweppers,6,6,2,3,3,0.3795066414,1.138519924,0.7210626186
45992,DPMall,snickers,66,66,13,5.076923077,5.076923077,2.466793169,12.52371917,6.992409867
45992,DPMall,tiger chips *12,430,430,86,5,5,16.31878558,81.59392789,45.69259962
45992,HTMall,7up,132,33,44,3,0.75,5.182567727,5.552751136,5.349150261
45992,HTMall,Almarai Chocolate,150,50,50,3,1,5.889281508,8.413259297,7.025071513
45992,HTMall,Almarai Strawberry,105,32.2,35,3,0.92,4.122497055,5.418138987,4.705535925
45992,HTMall,Bounty,120,30,24,5,1.25,2.826855124,5.047955578,3.826350328
45992,HTMall,Doritos cool ranc,1007,444.2,201,5.009950249,2.209950249,23.67491166,74.74339559,46.65572943
45992,HTMall,Doritos real,140,8,22,6.363636364,0.3636363636,2.591283863,1.346121487,2.030960794
45992,HTMall,Green,24,6.24,6,4,1.04,0.7067137809,1.04997476,0.8611812216
45992,HTMall,Haribo,270,112.5,90,3,1.25,10.60070671,18.92983342,14.34881373
45992,HTMall,Kinder Bueno,247,38.2,36,6.861111111,1.061111111,4.240282686,6.427730103,5.224634023
45992,HTMall,Kinder bueno1stick,122,32,30,4.066666667,1.066666667,3.533568905,5.38448595,4.366481575
45992,HTMall,Laviva,273,72.8,91,3,0.8,10.71849234,12.24970554,11.40753828
45992,HTMall,Maltesers,112,12.8,16,7,0.8,1.884570082,2.15379438,2.005721016
45992,HTMall,Mirinda,147,36.75,49,3,0.75,5.771495878,6.183745583,5.957008245
45992,HTMall,MrCrunch Normal,170,100.3,34,5,2.95,4.004711425,16.87699815,9.797240451
45992,HTMall,MrCrunch-RingGo,155,105.4,31,5,3.4,3.651354535,17.7351506,9.989062763
45992,HTMall,Mrbeast,710,366.9,73,9.726027397,5.026027397,8.598351001,61.73649672,32.51051657
45992,HTMall,Pepsi,300,75,100,3,0.75,11.77856302,12.61988894,12.15715968
45992,HTMall,Rani,48,13.28,16,3,0.83,1.884570082,2.234561669,2.042066296
45992,HTMall,Schweppes,56,20,18,3.111111111,1.111111111,2.120141343,3.365303719,2.680464412
45992,HTMall,Skittles,144,39.06,18,8,2.17,2.120141343,6.572438163,4.123674912
45992,HTMall,Snickers,130,17.5,25,5.2,0.7,2.944640754,2.944640754,2.944640754
45992,HTMall,Tiger *12,1295,497.28,259,5,1.92,30.50647821,83.67491166,54.43227326
45992,HTMall,Twix,12,5,2,6,2.5,0.2355712603,0.8413259297,0.5081608615
45992,HTMall,Water,849,594.3,849,1,0.7,100,100,100
45992,HTMall,X!R,435,130.5,87,5,1.5,10.24734982,21.95860676,15.51741545
45992,HTMall,ex mars,77,17.2,23,3.347826087,0.747826087,2.709069494,2.894161198,2.792360761
45992,HTMall,mr bite,386,129.31,193,2,0.67,22.73262662,21.75837119,22.29421168
45992,HTMall,sunTop,512,204.8,512,1,0.4,60.30624264,34.46071008,48.67575299
45992,HospAlmoa,Almarai Chocolate,51,17,17,3,1,4.218362283,6.026231833,5.03190358
45992,HospAlmoa,Almarai Strawberry,180,55.2,60,3,0.92,14.88833747,19.56752924,16.99397377
45992,HospAlmoa,Caser Juice,67,5.05,15,4.466666667,0.3366666667,3.722084367,1.790145339,2.852711804
45992,HospAlmoa,Corissant Karuzo,115,76.43,29,3.965517241,2.635517241,7.196029777,27.09322935,16.14976959
45992,HospAlmoa,Digestive,103,38.11,103,1,0.37,25.55831266,13.50939383,20.13629918
45992,HospAlmoa,Doritos cool ranc,370,162.8,74,5,2.2,18.36228288,57.7100319,36.06876994
45992,HospAlmoa,Doritos real,82,4,13,6.307692308,0.3076923077,3.225806452,1.417936902,2.412265154
45992,HospAlmoa,Indomie,100,43.4,20,5,2.17,4.962779156,15.38461538,9.652605459
45992,HospAlmoa,Kinder Bueno,475,69,70,6.785714286,0.9857142857,17.36972705,24.45941156,20.56008508
45992,HospAlmoa,Kinder bueno1stick,140,20,40,3.5,0.5,9.925558313,7.089684509,8.649415101
45992,HospAlmoa,Kunuz Juice,44,22,11,4,2,2.729528536,7.79865296,5.010634527
45992,HospAlmoa,Laviva,237,63.2,79,3,0.8,19.60297767,22.40340305,20.86316909
45992,HospAlmoa,Lovita cookies,15,-0.54,3,5,-0.18,0.7444168734,-0.1914214817,0.3232896136
45992,HospAlmoa,Maltesers,61,5.2,9,6.777777778,0.5777777778,2.23325062,1.843317972,2.057780929
45992,HospAlmoa,Mars,6,2.4,1,6,2.4,0.2481389578,0.8507621411,0.5193193903
45992,HospAlmoa,Mirinda,78,19.5,26,3,0.75,6.451612903,6.912442396,6.658986175
45992,HospAlmoa,MrCrunch,50,26.7,10,5,2.67,2.481389578,9.46472882,5.623892237
45992,HospAlmoa,MrCrunch Normal,30,17.7,6,5,2.95,1.488833747,6.27437079,3.642325417
45992,HospAlmoa,MrCrunch-RingGo,70,47.6,14,5,3.4,3.473945409,16.87344913,9.503722084
45992,HospAlmoa,Pepsi,192,48,64,3,0.75,15.8808933,17.01524282,16.39135058
45992,HospAlmoa,Pretzels,150,52.5,30,5,1.75,7.444168734,18.61042184,12.46898263
45992,HospAlmoa,Rani,60,16.6,20,3,0.83,4.962779156,5.884438143,5.3775257
45992,HospAlmoa,Schweppes,90,30,30,3,1,7.444168734,10.63452676,8.879829848
45992,HospAlmoa,Snickers,196,25,38,5.157894737,0.6578947368,9.429280397,8.862105636,9.174051755
45992,HospAlmoa,Tiger *12,615,236.16,123,5,1.92,30.52109181,83.71499468,54.4583481
45992,HospAlmoa,Twix,66,27.5,11,6,2.5,2.729528536,9.7483162,5.887982985
45992,HospAlmoa,Water,403,282.1,403,1,0.7,100,100,100
45992,HospAlmoa,X!R,430,129,86,5,1.5,21.33995037,45.72846508,32.31478199
45992,HospAlmoa,ex mars,108,37.8,27,4,1.4,6.699751861,13.39950372,9.714640199
45992,HospAlmoa,koren Indomie,90,13.5,9,10,1.5,2.23325062,4.785537044,3.381779511
45992,HospAlmoa,mr bite,398,133.33,199,2,0.67,49.37965261,47.26338178,48.42733073
45992,HospAlmoa,sunTop,150,60,150,1,0.4,37.22084367,21.26905353,30.04253811
45992,SeaCost,Almarai Chocolate,102,34,34,3,1,12.27436823,6.351578554,9.609112876
45992,SeaCost,Almarai Strawberry,117,35.88,39,3,0.92,14.07942238,6.702783486,10.75993488
45992,SeaCost,Caser Juice,26,1.22,6,4.333333333,0.2033333333,2.166064982,0.2279095834,1.293895053
45992,SeaCost,Chico,15,8.49,3,5,2.83,1.083032491,1.586026527,1.309379807
45992,SeaCost,Corissant Karuzo,90,66.06,18,5,3.67,6.498194946,12.34074351,9.127341799
45992,SeaCost,Dallas juice,297,206.91,99,3,2.09,35.7400722,38.65309172,37.05093099
45992,SeaCost,Haribo,135,87.75,27,5,3.25,9.747292419,16.392677,12.73771548
45992,SeaCost,HiPro,12,-11.32,4,3,-2.83,1.444043321,-2.114702036,-0.1573920896
45992,SeaCost,Jannaty,73,25.75,21,3.476190476,1.226190476,7.581227437,4.810386699,6.334349105
45992,SeaCost,Kunuz Juice,12,6,3,4,2,1.083032491,1.120866804,1.100057932
45992,SeaCost,L suntop,54,28.35,27,2,1.05,9.747292419,5.296095647,7.744253872
45992,SeaCost,Lovita cookies,120,42.3,15,8,2.82,5.415162455,7.902110966,6.534289285
45992,SeaCost,Mrbeast,1010,535.3,101,10,5.3,36.46209386,100,65.05415162
45992,SeaCost,Mulino Cookis,154,48.62,22,7,2.21,7.942238267,9.082757332,8.455471846
45992,SeaCost,Nuts,6,1.42,1,6,1.42,0.3610108303,0.2652718102,0.3179282713
45992,SeaCost,Pretzels,102,46.75,17,6,2.75,6.137184116,8.733420512,7.305490494
45992,SeaCost,Prime,40,11.68,2,20,5.84,0.7220216606,2.181954044,1.378991233
45992,SeaCost,Prime Ex,40,22,2,20,11,0.7220216606,4.109844947,2.246542139
45992,SeaCost,Roshetto,21,11.48,7,3,1.64,2.527075812,2.144591818,2.354958015
45992,SeaCost,Skittles,302,80.46,38,7.947368421,2.117368421,13.71841155,15.03082384,14.30899708
