Month,Machine,Product,Sales,Profit,Units,AvgPrice,ProfitPerUnit,SPI_Units,SPI_Profit,SPI_Final
45992,SeaCost,Today Chocolate,12,3.17,1,12,3.17,0.3610108303,0.5921912946,0.4650420392
45992,SeaCost,Toren Dark Chocolate,74,43.97,33,2.242424242,1.332424242,11.9133574,8.214085559,10.24868507
45992,SeaCost,Water,277,193.9,277,1,0.7,100,36.22267887,71.30020549
45992,SeaCost,Yasmin Almonds,15,4.2,3,5,1.4,1.083032491,0.7846067626,0.9487409132
45992,SeaCost,Yasmin Penuts,9,3.6,3,3,1.2,1.083032491,0.6725200822,0.898301907
45992,SeaCost,Yipy Juice,15,5.42,1,15,5.42,0.3610108303,1.012516346,0.6541883124
45992,SeaCost,brownies moulin,105,59.5,35,3,1.7,12.63537906,11.11526247,11.9513266
45992,SeaCost,ifruit juice,48,18.9,10,4.8,1.89,3.610108303,3.530730432,3.574388261
45992,SeaCost,mr bite,45,25.05,15,3,1.67,5.415162455,4.679618905,5.084167858
45992,SeaCost,mr.bite strike,32,17.04,8,4,2.13,2.888086643,3.183261722,3.020915429
45992,SeaCost,sunTop,191,76.4,191,1,0.4,68.95306859,14.27237063,44.34675451
45992,SeaCost,zigi marinated peanuts,40,12,8,5,1.5,2.888086643,2.241733607,2.597227777
46023,DPMall,7up,48,12,16,3,0.75,4.90797546,5.18448112,5.032403007
46023,DPMall,Almarai Strawberry,57,17.48,19,,,,,
46023,DPMall,Doritos cool ranc,347,163.46,69,,,,,
46023,DPMall,Gardena,30,21.75,3,,,,,
46023,DPMall,Haribo,51,21.25,17,,,,,
46023,DPMall,Laviva,72,22.08,24,,,,,
46023,DPMall,Maltesers,78,15.3,11,,,,,
46023,DPMall,Marshmellow sweetBag,93,36.27,31,,,,,
46023,DPMall,Mirinda,39,9.75,13,,,,,
46023,DPMall,Mr Crunch cheez top,84,53,20,,,,,
46023,DPMall,Mr Crunch normal,35,19.6,7,,,,,
46023,DPMall,Pepsi,111,27.75,37,,,,,
46023,DPMall,SunTop Saudi,119,50.52,107,,,,,
46023,DPMall,Water,326,231.46,326,,,,,
46023,DPMall,X!R,399,132.51,81,,,,,
46023,DPMall,bueno 1 stick,18,9,3,,,,,
46023,DPMall,ifrui juice,1,-0.33,1,,,,,
46023,DPMall,kinder bueno,70,10,10,,,,,
46023,DPMall,kinza,27,15.66,9,,,,,
46023,DPMall,mars,16,7.6,3,,,,,
46023,DPMall,mr bite,158,59.25,79,,,,,
46023,DPMall,schweppers,51,17,17,,,,,
46023,DPMall,snickers,6,1,1,,,,,
46023,DPMall,tiger 12,524,224,100,,,,,
46023,HTMall,7up,69,17.25,23,,,,,
46023,HTMall,Almarai Chocolate,240,80,80,,,,,
46023,HTMall,Almarai Strawberry,198,60.72,66,,,,,
46023,HTMall,Barbican,35,12.81,7,,,,,
46023,HTMall,Buldak,165,77,11,,,,,
46023,HTMall,Chotso,30,13.98,6,,,,,
46023,HTMall,Coach Suntop,17,9.35,17,,,,,
46023,HTMall,Doritos cool ranc,525,251.02,103,,,,,
46023,HTMall,Doritos green hot,830,388.44,166,,,,,
46023,HTMall,Doritos nacho,165,49.5,33,,,,,
46023,HTMall,Green,16,-1.76,6,,,,,
46023,HTMall,Haribo,531,221.25,177,,,,,
46023,HTMall,Haribo bears,66,35.86,22,,,,,
46023,HTMall,Kinder Bueno,170,36.6,23,,,,,
46023,HTMall,Kinder bueno1stick,24,3,7,,,,,
46023,HTMall,L suntop,85,53.65,33,,,,,
46023,HTMall,Laviva,399,99.75,133,,,,,
46023,HTMall,Lolo,15,7.8,3,,,,,
46023,HTMall,MR Crunch,350,156.1,70,,,,,
46023,HTMall,Maltesers,63,7.2,9,,,,,
46023,HTMall,Mars,12,1.6,2,,,,,
46023,HTMall,Mirinda,213,53.25,71,,,,,
46023,HTMall,MrCrunch,65,34.71,13,,,,,
46023,HTMall,MrCrunch Normal,30,17.7,6,,,,,
46023,HTMall,MrCrunch-RingGo,30,20.4,6,,,,,
46023,HTMall,Mrbeast,620,328.6,62,,,,,
46023,HTMall,Ono cake,42,27.3,21,,,,,
46023,HTMall,Pepsi,306,76.5,102,,,,,
46023,HTMall,Rayhan suntop,12,3.84,12,,,,,
46023,HTMall,Schweppes,120,40,40,,,,,
46023,HTMall,Shani,99,24.75,33,,,,,
46023,HTMall,Skittles,256,69.44,32,,,,,
46023,HTMall,Snickers,72,9.6,12,,,,,
46023,HTMall,Takis,365,50.79,13,,,,,
46023,HTMall,Tiger *12,235,70.5,47,,,,,
46023,HTMall,Tiger *12 Cheese,225,78,42,,,,,
46023,HTMall,Tiger *12 kebab,74,28.5,13,,,,,
46023,HTMall,Tiger *12 tomato,117,36.5,23,,,,,
46023,HTMall,Tiger *16 kebab,140,78.96,28,,,,,
46023,HTMall,Tiger *16 tomato,50,28.2,10,,,,,
46023,HTMall,Tiger 12 chili and lemon,111,37.5,21,,,,,
46023,HTMall,Tiger 12 paprika,75,22.5,15,,,,,
46023,HTMall,Tiger 12 sweet chili,27,9.5,5,,,,,
46023,HTMall,Tiger excellence,165,90.75,33,,,,,
46023,HTMall,Turbo strips,235,86.48,47,,,,,
46023,HTMall,Twix,42,7,7,,,,,
46023,HTMall,Twix ex,8,4.5,2,,,,,
46023,HTMall,Twix single,12,4.95,3,,,,,
46023,HTMall,Water,1082,757.4,1082,,,,,
46023,HTMall,X!R,575,143.75,115,,,,,
46023,HTMall,kinza,146,33.58,73,,,,,
46023,HTMall,mr bite,476,159.46,238,,,,,
46023,HTMall,sunTop,245,102.8,237,,,,,
46023,HospAlmoa,Almarai Chocolate,111,37,37,,,,,
46023,HospAlmoa,Almarai Strawberry,108,33.12,36,,,,,
46023,HospAlmoa,Barbican,65,23.79,13,,,,,
46023,HospAlmoa,Caser Juice,85,14.79,17,,,,,
46023,HospAlmoa,Corissant Karuzo,60,13.05,15,,,,,
46023,HospAlmoa,Digestive,23,8.51,23,,,,,
46023,HospAlmoa,Doritos cool ranc,130,60.84,26,,,,,
46023,HospAlmoa,Doritos green hot,120,56.16,24,,,,,
46023,HospAlmoa,Doritos nacho,15,4.5,3,,,,,
46023,HospAlmoa,Gardena,78,2,20,,,,,
46023,HospAlmoa,Indomie,60,26.04,12,,,,,
46023,HospAlmoa,Kinder Bueno,323,67.8,44,,,,,
46023,HospAlmoa,Kinder bueno1stick,3,0,1,,,,,
46023,HospAlmoa,Kunuz Juice,48,24,12,,,,,
46023,HospAlmoa,Laviva,339,78,116,,,,,
46023,HospAlmoa,Lexus,45,10.8,9,,,,,
46023,HospAlmoa,Lovita cookies,130,47.12,16,,,,,
46023,HospAlmoa,MR Crunch,280,124.88,56,,,,,
46023,HospAlmoa,Maltesers,99,18.4,13,,,,,
46023,HospAlmoa,Marie biscuit,1,0.53,1,,,,,
46023,HospAlmoa,Mars,156,20.8,26,,,,,
46023,HospAlmoa,Mirinda,72,18,24,,,,,
46023,HospAlmoa,MrCrunch-RingGo,5,3.4,1,,,,,
46023,HospAlmoa,Pepsi,159,39.75,53,,,,,
46023,HospAlmoa,Pretzels,60,21,12,,,,,
46023,HospAlmoa,Rani,6,1.66,2,,,,,
46023,HospAlmoa,Rayhan suntop,21,6.72,21,,,,,
46023,HospAlmoa,Savi stix,40,11.2,8,,,,,
46023,HospAlmoa,Schweppes,98,38,30,,,,,
46023,HospAlmoa,Shani,57,14.25,19,,,,,
46023,HospAlmoa,Snickers,126,11.6,22,,,,,
46023,HospAlmoa,Tiger *12,50,15,10,,,,,
46023,HospAlmoa,Tiger *12 Cheese,185,55.5,37,,,,,
46023,HospAlmoa,Tiger *12 kebab,100,30,20,,,,,
46023,HospAlmoa,Tiger *12 tomato,40,12,8,,,,,
46023,HospAlmoa,Tiger *16 kebab,30,16.92,6,,,,,
46023,HospAlmoa,Tiger *16 tomato,28,12.74,7,,,,,
46023,HospAlmoa,Tiger 12 chili and lemon,50,15,10,,,,,
46023,HospAlmoa,Tiger 12 paprika,55,16.5,11,,,,,
46023,HospAlmoa,Tiger excellence,70,38.5,14,,,,,
46023,HospAlmoa,Toblerone,84,26.52,12,,,,,
46023,HospAlmoa,Twix,186,-14,40,,,,,
46023,HospAlmoa,Water,334,233.8,334,,,,,
46023,HospAlmoa,X!R,365,91.25,73,,,,,
46023,HospAlmoa,mr bite,246,81.08,124,,,,,
46023,HospAlmoa,mr.bite strike,119,47.94,38,,,,,
46023,HospAlmoa,sunTop,127,50.8,127,,,,,
46023,Istiklal,Almarai Chocolate,48,16,16,,,,,
46023,Istiklal,Almarai Strawberry,63,19.32,21,,,,,
46023,Istiklal,Barbican,35,12.81,7,,,,,
46023,Istiklal,Caser Juice,75.5,13.55,15,,,,,
46023,Istiklal,Corissant Karuzo,40,8.7,10,,,,,
46023,Istiklal,Doritos cool ranc,40,18.72,8,,,,,
46023,Istiklal,Doritos green hot,70,32.76,14,,,,,
46023,Istiklal,Freez,11,4.18,2,,,,,
46023,Istiklal,Gardena,145,12,35,,,,,
46023,Istiklal,Kinder Bueno,203,46.4,27,,,,,
46023,Istiklal,KitKat,55,18.7,10,,,,,
46023,Istiklal,Kunuz Juice,16,8,4,,,,,
46023,Istiklal,Lavazza,6,1.5,1,,,,,
46023,Istiklal,Laviva,138,25.5,50,,,,,
46023,Istiklal,Lexus,50,12,10,,,,,
46023,Istiklal,Lovita cookies,52.5,16.24,7,,,,,
46023,Istiklal,MR Crunch,315,140.49,63,,,,,
46023,Istiklal,Maltesers,112,12.8,16,,,,,
46023,Istiklal,Mars,11.75,1.35,2,,,,,
46023,Istiklal,Mirinda,33,8.25,11,,,,,
46023,Istiklal,MrCrunch-RingGo,50,34,10,,,,,
46023,Istiklal,Pepsi,99,24.75,33,,,,,
46023,Istiklal,Rayhan suntop,22,7.04,22,,,,,
46023,Istiklal,Savi stix,10,2.8,2,,,,,
46023,Istiklal,Schweppes,27,9,9,,,,,
46023,Istiklal,Shada up,42.25,12.64,21,,,,,
46023,Istiklal,Shani,69,17.25,23,,,,,
46023,Istiklal,Snickers,18,2.4,3,,,,,
46023,Istiklal,Tiger *12 Cheese,71.5,26,13,,,,,
46023,Istiklal,Tiger *12 kebab,38.5,14,7,,,,,
46023,Istiklal,Tiger *16 kebab,31.5,16.24,7,,,,,
46023,Istiklal,Tiger excellence,67.5,33.75,15,,,,,
46023,Istiklal,Toblerone,63,19.89,9,,,,,
46023,Istiklal,Twix,48,3,9,,,,,
46023,Istiklal,Twix ex,4,2.25,1,,,,,
46023,Istiklal,Water,209,146.3,209,,,,,
46023,Istiklal,X!R,290,72.5,58,,,,,
46023,Istiklal,mr bite,92.5,43.29,37,,,,,
46023,Istiklal,mr.bite strike,15,5.65,5,,,,,
46023,Istiklal,sunTop,65,26,65,,,,,
46023,Istiklal,æœªè®¾ç½®,66,66,15,,,,,
46023,SeaCost,Almarai Chocolate,109,51,29,,,,,
46023,SeaCost,Almarai Strawberry,62,24.56,18,,,,,
46023,SeaCost,Be happy kids,50,16.7,10,,,,,
46023,SeaCost,Caser Juice,18,5.61,3,,,,,
46023,SeaCost,Chico,223,125.35,45,,,,,
46023,SeaCost,Chillax chips,161,80.5,23,,,,,
46023,SeaCost,Corissant Karuzo,80,29.92,16,,,,,
46023,SeaCost,Dallas juice,291,202.73,97,,,,,
46023,SeaCost,Duplo,8,1.8,1,,,,,
46023,SeaCost,Goftime,24,18.84,12,,,,,
46023,SeaCost,Haribo,11,5.75,3,,,,,
46023,SeaCost,HiPro,15,-14.15,5,,,,,
46023,SeaCost,Kunuz Juice,12,6,3,,,,,
46023,SeaCost,L suntop,16,8.4,8,,,,,
46023,SeaCost,Laviva,404,176.75,101,,,,,
46023,SeaCost,Lovita cookies,136,47.94,17,,,,,
46023,SeaCost,Mr Cruch veggy's,1038,615.88,173,,,,,
46023,SeaCost,Mrbeast,190,100.7,19,,,,,
46023,SeaCost,Mulino Cookis,45,11.47,7,,,,,
46023,SeaCost,Pretzels,24,11,4,,,,,
46023,SeaCost,Prime,20,5.84,1,,,,,
46023,SeaCost,Rayhan suntop,86,56.76,43,,,,,
46023,SeaCost,Shada up,10,2.95,5,,,,,
46023,SeaCost,Skittles,224,72.42,26,,,,,
46023,SeaCost,Souffle,120,56.8,40,,,,,
46023,SeaCost,Toblerone,153,57.2,20,,,,,
46023,SeaCost,Today Chocolate,24,6.34,2,,,,,
46023,SeaCost,Wafer Laviva,52,26.65,13,,,,,
46023,SeaCost,Waffi,22,17.65,5,,,,,
46023,SeaCost,Water,387,270.9,387,,,,,
46023,SeaCost,Yasmin Almonds,82,38.8,12,,,,,
46023,SeaCost,Yasmin Penuts,2,0.2,1,,,,,
46023,SeaCost,brownies moulin,90,51,30,,,,,
46023,SeaCost,ifruit juice,29,11.54,6,,,,,
46023,SeaCost,m&m,60,24.24,6,,,,,
46023,SeaCost,mr bite,150,83.5,50,,,,,
46023,SeaCost,mr.bite strike,16,8.52,4,,,,,
46023,SeaCost,sunTop,83,53,50,,,,,
46023,SeaCost,vita go,165,68.75,55,,,,,
46023,SeaCost,æœªè®¾ç½®,6,6,2,,,,,
46054,Attahadi Universty,Activ chips,60,18,12,,,,,
46054,Attahadi Universty,Almarai Banana,31.5,8.6,10,,,,,
46054,Attahadi Universty,Almarai Chocolate,212,72.31,61,,,,,
46054,Attahadi Universty,Almarai Strawberry,203,10.64,84,,,,,
46054,Attahadi Universty,Barbican,16.5,3.82,4,,,,,
46054,Attahadi Universty,Buldak,30,14,2,,,,,
46054,Attahadi Universty,Chillax chips,71,22,14,,,,,
46054,Attahadi Universty,Corissant Karuzo,12,2.61,3,,,,,
46054,Attahadi Universty,Doritos cool ranc,243,108.22,46,,,,,
46054,Attahadi Universty,Doritos green hot,175,75.38,34,,,,,
46054,Attahadi Universty,Doritos nacho,158,67.17,31,,,,,
46054,Attahadi Universty,Doritos real,50,-10,10,,,,,
46054,Attahadi Universty,EXO,10,2.76,2,,,,,
46054,Attahadi Universty,Freez,16.5,6.27,3,,,,,
46054,Attahadi Universty,Haribo,54,17.28,18,,,,,
46054,Attahadi Universty,Haribo bears,81,26.2,40,,,,,
46054,Attahadi Universty,Kinder Bueno,67,-38,15,,,,,
46054,Attahadi Universty,Kitkat 2 fingers,27,9.5,10,,,,,
46054,Attahadi Universty,Kunuz Juice,4,2.4,1,,,,,
46054,Attahadi Universty,L suntop,16,8.4,8,,,,,
46054,Attahadi Universty,Lavazza,18,-4.5,5,,,,,
46054,Attahadi Universty,Laviva,66,14.25,23,,,,,
46054,Attahadi Universty,Lexus,12,4.4,2,,,,,
46054,Attahadi Universty,Lovita cookies,69,22.38,9,,,,,
46054,Attahadi Universty,MR Crunch,710,275,145,,,,,
46054,Attahadi Universty,Maltesers,104,-1,14,,,,,
46054,Attahadi Universty,Mirinda,33,3.75,13,,,,,
46054,Attahadi Universty,Mrbeast,122,77,15,,,,,
46054,Attahadi Universty,Pepsi,36,9,12,,,,,
46054,Attahadi Universty,Schweppes bullet,93,38.75,31,,,,,
46054,Attahadi Universty,Shani,34,11.5,10,,,,,
46054,Attahadi Universty,Skittles,41,11.85,5,,,,,
46054,Attahadi Universty,Takis,105,60,3,,,,,
46054,Attahadi Universty,Tiger *12 kebab,16.5,6,3,,,,,
46054,Attahadi Universty,Tiger excellence,65,35.75,13,,,,,
46054,Attahadi Universty,Toblerone,94,26.94,14,,,,,
46054,Attahadi Universty,Turbo strips,280,-34.16,77,,,,,
46054,Attahadi Universty,Twix single,36,14.85,9,,,,,
46054,Attahadi Universty,Water,295,203.44,327,,,,,
46054,Attahadi Universty,X!R,305,13.28,68,,,,,
46054,Attahadi Universty,Xo Energy,20,6.2,4,,,,,
46054,Attahadi Universty,Yumi Zak,126,40.5,19,,,,,
46054,Attahadi Universty,Yumi zak,85,26.5,13,,,,,
46054,Attahadi Universty,m&m,21.5,3.62,3,,,,,
46054,Attahadi Universty,mr bite,24,4.31,11,,,,,
46054,Attahadi Universty,未设置,9,9,23,,,,,
46054,DPMall,7up,51,12.75,17,,,,,
46054,DPMall,Almarai Strawberry,89,32.84,27,,,,,
46054,DPMall,Doritos cool ranc,264,128.34,51,,,,,
46054,DPMall,Gardena,106,75.75,11,,,,,
46054,DPMall,Haribo,65,31.75,19,,,,,
46054,DPMall,Laviva,61,19.4,20,,,,,
46054,DPMall,Maltesers,99,30.6,12,,,,,
46054,DPMall,Marshmellow sweetBag,18,7.02,6,,,,,
46054,DPMall,Mirinda,42,10.5,14,,,,,
46054,DPMall,Mr Crunch cheez top,105,72.45,21,,,,,
46054,DPMall,Mr Crunch normal,110,61.6,22,,,,,
46054,DPMall,Pepsi,111,18.75,41,,,,,
46054,DPMall,SunTop Saudi,127,66.2,95,,,,,
46054,DPMall,Water,181,128.51,181,,,,,
46054,DPMall,X!R,260,79.05,55,,,,,
46054,DPMall,bueno 1 stick,36,18,6,,,,,
46054,DPMall,kinder bueno,49,13,6,,,,,
46054,DPMall,kinza,48,27.84,16,,,,,
46054,DPMall,mars,54,26,10,,,,,
46054,DPMall,mr bite,38,21.75,13,,,,,
46054,DPMall,schweppers,83,37,23,,,,,
46054,DPMall,snickers,24,4,4,,,,,
46054,DPMall,tiger 12,230,92,46,,,,,
46054,HTLand,7up,12,3,4,,,,,
46054,HTLand,Almarai Chocolate,207,48.99,69,,,,,
46054,HTLand,Almarai Strawberry,138,32.66,46,,,,,
46054,HTLand,Buldak,45,21,3,,,,,
46054,HTLand,Chotso,5,2.33,1,,,,,
46054,HTLand,Coach Suntop,186,102.3,186,,,,,
46054,HTLand,Doritos cool ranc,480,198.72,96,,,,,
46054,HTLand,Doritos green hot,565,233.91,113,,,,,
46054,HTLand,Doritos nacho,260,107.64,52,,,,,
46054,HTLand,Haribo,351,112.32,117,,,,,
46054,HTLand,Haribo 80g,40,11.2,4,,,,,
46054,HTLand,Haribo bears,51,27.71,17,,,,,
46054,HTLand,Kinder Bueno,120,15,15,,,,,
46054,HTLand,Laviva,210,59.25,67,,,,,
46054,HTLand,MR Crunch,425,170,85,,,,,
46054,HTLand,Maltesers,24,1.5,3,,,,,
46054,HTLand,Mars,45,-15.5,11,,,,,
46054,HTLand,Mirinda,72,18,24,,,,,
46054,HTLand,Mr Cruch veggy's,5,2.56,1,,,,,
46054,HTLand,MrCrunch Normal,25,14.75,5,,,,,
46054,HTLand,Mrbeast,940,658,94,,,,,
46054,HTLand,Pepsi,225,56.25,75,,,,,
46054,HTLand,Rayhan suntop,30,9.6,30,,,,,
46054,HTLand,Schweppes bullet,42,17.5,14,,,,,
46054,HTLand,Shani,78,19.5,26,,,,,
46054,HTLand,Skittles,152,41.23,19,,,,,
46054,HTLand,Snickers,60,8,10,,,,,
46054,HTLand,Tiger *12 Cheese,54,22.5,9,,,,,
46054,HTLand,Tiger *12 kebab,23,9,4,,,,,
46054,HTLand,Tiger *12 tomato,60,25,10,,,,,
46054,HTLand,Tiger *16 kebab,10,5.64,2,,,,,
46054,HTLand,Tiger 12 chili and lemon,90,37.5,15,,,,,
46054,HTLand,Tiger 12 sweet chili,36,15,6,,,,,
46054,HTLand,Tiger excellence,225,123.75,45,,,,,
46054,HTLand,Turbo strips,585,107.64,117,,,,,
46054,HTLand,Twix,42,7,7,,,,,
46054,HTLand,Twix single,16,6.6,4,,,,,
46054,HTLand,Water,624,449.28,624,,,,,
46054,HTLand,X!R,520,73.84,104,,,,,
46054,HTLand,Xo Energy,55,17.05,11,,,,,
46054,HTLand,Yupi,36,14.52,12,,,,,
46054,HTLand,kinza,138,31.74,69,,,,,
46054,HTLand,mr bite,114,45.98,38,,,,,
46054,HTMall,Almarai Chocolate,87,20.59,29,,,,,
46054,HTMall,Almarai Strawberry,51,12.07,17,,,,,
46054,HTMall,Coach Suntop,91,50.05,91,,,,,
46054,HTMall,Doritos cool ranc,270,111.78,54,,,,,
46054,HTMall,Doritos green hot,620,256.68,124,,,,,
46054,HTMall,Doritos nacho,25,10.35,5,,,,,
46054,HTMall,EXO,20,5.52,4,,,,,
46054,HTMall,Gardena,30,2.5,5,,,,,
46054,HTMall,Haribo,111,35.52,37,,,,,
46054,HTMall,Kinder Bueno,25.5,4.5,3,,,,,
46054,HTMall,Laviva,157,44.5,50,,,,,
46054,HTMall,MR Crunch,360,144,72,,,,,
46054,HTMall,Mars,45,-10,10,,,,,
46054,HTMall,Mirinda,57,14.25,19,,,,,
46054,HTMall,Mrbeast,190,133,19,,,,,
46054,HTMall,Pepsi,174,43.5,58,,,,,
46054,HTMall,Rayhan suntop,24,0.88,34,,,,,
46054,HTMall,Schweppes bullet,39,16.25,13,,,,,
46054,HTMall,Shani,54,13.5,18,,,,,
46054,HTMall,Snickers,24,3.2,4,,,,,
46054,HTMall,Tiger *12 tomato,6,2.5,1,,,,,
46054,HTMall,Tiger excellence,120,66,24,,,,,
46054,HTMall,Toblerone,24,4.84,4,,,,,
46054,HTMall,Turbo strips,245,45.08,49,,,,,
46054,HTMall,Twix single,28,11.55,7,,,,,
46054,HTMall,Water,538,387.36,538,,,,,
46054,HTMall,X!R,444,53.61,91,,,,,
46054,HTMall,Xo Energy,95,29.45,19,,,,,
46054,HTMall,Yupi,36,14.52,12,,,,,
46054,HTMall,kinza,26,5.98,13,,,,,
46054,HTMall,mr bite,45,18.15,15,,,,,
46054,HTMall,未设置,88,88,54,,,,,
46054,HospAlmoa,Almarai Chocolate,69,16.33,23,,,,,
46054,HospAlmoa,Almarai Strawberry,111,26.27,37,,,,,
46054,HospAlmoa,Barbican,25,9.15,5,,,,,
46054,HospAlmoa,Caser Juice,100,17.4,20,,,,,
46054,HospAlmoa,Corissant Karuzo,101,32.14,22,,,,,
46054,HospAlmoa,Digestive,76,57.73,29,,,,,
46054,HospAlmoa,Doritos cool ranc,185,76.59,37,,,,,
46054,HospAlmoa,Doritos green hot,90,37.26,18,,,,,
46054,HospAlmoa,Doritos nacho,65,23.98,14,,,,,
46054,HospAlmoa,Freez,6,2.59,1,,,,,
46054,HospAlmoa,Gardena,75,-2,14,,,,,
46054,HospAlmoa,Indomie,10,4.34,2,,,,,
46054,HospAlmoa,Kinder Bueno,354,46,44,,,,,
46054,HospAlmoa,Kitkat 2 fingers,45,18.75,15,,,,,
46054,HospAlmoa,Kunuz Juice,100,61.6,24,,,,,
46054,HospAlmoa,Laviva,130,37.75,41,,,,,
46054,HospAlmoa,Lexus,125,30,25,,,,,
46054,HospAlmoa,Lovita cookies,80,28.2,10,,,,,
46054,HospAlmoa,MR Crunch,545,218,109,,,,,
46054,HospAlmoa,Maltesers,107,9.5,13,,,,,
46054,HospAlmoa,Mars,108,-2,20,,,,,
46054,HospAlmoa,Mirinda,33,8.25,11,,,,,
46054,HospAlmoa,Pepsi,168,42,56,,,,,
46054,HospAlmoa,Rayhan suntop,113,36.16,113,,,,,
46054,HospAlmoa,Savi stix,65,14.6,14,,,,,
46054,HospAlmoa,Schweppes,36,12,12,,,,,
46054,HospAlmoa,Schweppes bullet,48,20,16,,,,,
46054,HospAlmoa,Shani,45,11.25,15,,,,,
46054,HospAlmoa,Snickers,54,7.2,9,,,,,
46054,HospAlmoa,Tiger excellence,105,57.75,21,,,,,
46054,HospAlmoa,Toblerone,214,55.93,33,,,,,
46054,HospAlmoa,Twix,54,9,9,,,,,
46054,HospAlmoa,Water,303,218.16,303,,,,,
46054,HospAlmoa,X!R,280,39.76,56,,,,,
46054,HospAlmoa,Xo Energy,15,4.65,3,,,,,
46054,HospAlmoa,mr bite,204,82.28,68,,,,,
46054,Istiklal,Almarai Chocolate,84,19.88,28,,,,,
46054,Istiklal,Almarai Strawberry,78,18.46,26,,,,,
46054,Istiklal,Barbican,30,4.64,8,,,,,
46054,Istiklal,Caser Juice,33,8.22,6,,,,,
46054,Istiklal,Corissant Karuzo,84,18.27,21,,,,,
46054,Istiklal,Doritos cool ranc,160,66.24,32,,,,,
46054,Istiklal,Doritos green hot,75,31.05,15,,,,,
46054,Istiklal,Doritos nacho,70,28.98,14,,,,,
46054,Istiklal,Freez,11,4.18,2,,,,,
46054,Istiklal,Gardena,42.5,4,7,,,,,
46054,Istiklal,Kinder Bueno,294.5,42.5,36,,,,,
46054,Istiklal,Kunuz Juice,50,34,10,,,,,
46054,Istiklal,Lavazza,12,3,2,,,,,
46054,Istiklal,Laviva,193,53.5,62,,,,,
46054,Istiklal,Lexus,90,14,20,,,,,
46054,Istiklal,Lovita cookies,45,13.92,6,,,,,
46054,Istiklal,MR Crunch,295,115,60,,,,,
46054,Istiklal,Maltesers,138.5,11,17,,,,,
46054,Istiklal,Mars,42,3.5,7,,,,,
46054,Istiklal,Mirinda,39,9.75,13,,,,,
46054,Istiklal,Pepsi,258,64.5,86,,,,,
46054,Istiklal,Rayhan suntop,106,33.92,106,,,,,
46054,Istiklal,Savi stix,15,4.2,3,,,,,
46054,Istiklal,Schweppes,9,3,3,,,,,
46054,Istiklal,Schweppes bullet,30,12.5,10,,,,,
46054,Istiklal,Shada up,34.5,13.35,15,,,,,
46054,Istiklal,Shani,105,26.25,35,,,,,
46054,Istiklal,Snickers,48,6.4,8,,,,,
46054,Istiklal,Tiger 12 sweet chili,18,7.5,3,,,,,
46054,Istiklal,Tiger excellence,90,49.5,18,,,,,
46054,Istiklal,Toblerone,64,1.73,13,,,,,
46054,Istiklal,Twix,72,12,12,,,,,
46054,Istiklal,Twix single,28,11.55,7,,,,,
46054,Istiklal,Water,263,189.08,264,,,,,
46054,Istiklal,X!R,175,24.85,35,,,,,
46054,Istiklal,Xo Energy,25,7.75,5,,,,,
46054,Istiklal,Yumi zak,21,7.5,3,,,,,
46054,Istiklal,kinza,24,5.52,12,,,,,
46054,Istiklal,mr bite,104.5,34.69,39,,,,,
46054,Istiklal,mr.bite strike,27,10.17,9,,,,,
46054,Istiklal,sunTop,9,3.6,9,,,,,
46054,SeaCost,Almarai Chocolate,48,20.52,12,,,,,
46054,SeaCost,Almarai Strawberry,32,13.68,8,,,,,
46054,SeaCost,Be happy kids,40,13.36,8,,,,,
46054,SeaCost,Chico,75,31.6,20,,,,,
46054,SeaCost,Chillax chips,301,150.5,43,,,,,
46054,SeaCost,Coach Suntop,6,4.65,3,,,,,
46054,SeaCost,Corissant Karuzo,10,3.74,2,,,,,
46054,SeaCost,Dallas juice,216,150.48,72,,,,,
46054,SeaCost,Doritos cool ranc,637,370.37,91,,,,,
46054,SeaCost,Doritos green hot,371,215.71,53,,,,,
46054,SeaCost,Doritos nacho,231,134.31,33,,,,,
46054,SeaCost,Doritos real,105,15,15,,,,,
46054,SeaCost,Goftime,32,25.12,16,,,,,
46054,SeaCost,Kunuz Juice,20,12,5,,,,,
46054,SeaCost,Laviva,288,126,72,,,,,
46054,SeaCost,Lexus,5,1.2,1,,,,,
46054,SeaCost,Lovita cookies,16,5.64,2,,,,,
46054,SeaCost,MR Crunch,678,339,113,,,,,
46054,SeaCost,Mr Cruch veggy's,113,69.08,18,,,,,
46054,SeaCost,Mrbeast,250,175,25,,,,,
46054,SeaCost,Mulino Cookis,10,0.42,2,,,,,
46054,SeaCost,Prime,60,17.52,3,,,,,
46054,SeaCost,Rayhan suntop,94,62.04,47,,,,,
46054,SeaCost,Shada up,40,11.8,20,,,,,
46054,SeaCost,Skittles,10,4.17,1,,,,,
46054,SeaCost,Tiger excellence,174,108.75,29,,,,,
46054,SeaCost,Toblerone,69,25.89,9,,,,,
46054,SeaCost,Wafer Laviva,12,6.15,3,,,,,
46054,SeaCost,Waffi,21,14.91,7,,,,,
46054,SeaCost,Water,273,196.56,273,,,,,
46054,SeaCost,brownies moulin,21,8.4,7,,,,,
46054,SeaCost,mr bite,99,39.93,33,,,,,
46054,SeaCost,sunTop,24,16.8,12,,,,,
46054,SeaCost,vita go,111,46.25,37,,,,,
46054,SeaCost2,Almarai Chocolate,16,6.84,4,,,,,
